Product Name,1 Kg,500 g,250 g,100 g,50 g,25 g,Category
OUD TARAT,106500,53250,26625,10675,5350,2680,Arabian
OUD THAMEEN,16000,8000,4000,1625,825,420,Arabian
OUD WOOD,7500,3750,1875,775,400,205,Arabian
OUDH WOOD HH,7250,3625,1813,750,388,200,Arabian
PACIFIC CHILL HH,9250,4625,2313,950,488,250,Designer
PASHA DE CARTIER,18500,9250,4625,1875,950,480,Designer
PASHA DE CARTIER HI,10000,5000,2500,1025,525,270,Designer
PATEL NECK BLACK,13250,6625,3313,1350,688,350,Designer
PENHALIGONS HALFETI,9250,4625,2313,950,488,250,Designer
PENHALIGONS HALFETI HI,6500,3250,1625,675,350,180,Designer
PENHALIGONS HALFETI LEATHER HI,20000,10000,5000,2025,1025,520,Designer
PEONY BLUSH,3500,1750,875,375,200,105,Designer
PHANTOM,8000,4000,2000,825,425,220,Designer
PHILOSYKOS FPL,6250,3125,1563,650,338,175,Designer
PINK AMBER,9250,4625,2313,950,488,250,Arabian
PINK OUD,16000,8000,4000,1625,825,420,Arabian
PINK ROSE,7250,3625,1813,750,388,200,Indian
PINK SHIFFON,8000,4000,2000,825,425,220,Designer
PINK SUGAR,4250,2125,1063,450,238,125,Designer
PINK WARM & COZY,5750,2875,1438,600,313,160,Designer
POEM,5500,2750,1375,575,300,155,Designer
POISON,3000,1500,750,325,175,95,Designer
POLO BLUE,5250,2625,1313,550,288,150,Designer
POLO SPORT,4500,2250,1125,475,250,130,Designer
POMEGRANATE NOIR,6500,3250,1625,675,350,180,Designer
PONDS,2500,1250,625,275,150,80,Designer
PRADA LUNA ROSSA,20000,10000,5000,2025,1025,520,Designer
PRADA PARADOX,8000,4000,2000,825,425,220,Designer
PUBERTY,18500,9250,4625,1875,950,480,Designer
PUBERTY STR,40000,20000,10000,4025,2025,1020,Designer
PURPLE OUD,16000,8000,4000,1625,825,420,Arabian
PURPLE OUD HH,8000,4000,2000,825,425,220,Arabian
PURPLE OUD HI,6500,3250,1625,675,350,180,Arabian
PURPLE OUD NEW,12000,6000,3000,1225,625,320,Arabian
QAEED AL FURSAN,7250,3625,1813,750,388,200,Designer
QUEEN OF SILK,8000,4000,2000,825,425,220,Designer
RAIHAT AL QATAR,26500,13250,6625,2675,1350,680,Designer
RAJNIGANDHA,5250,2625,1313,550,288,150,Designer
RAMZ,8000,4000,2000,825,425,220,Designer
RAMZ BROWN,8750,4375,2188,900,463,235,Designer
RASASI SECRET,8250,4125,2063,850,438,225,Designer
RASHIKA,4750,2375,1188,500,263,135,Designer
RAT RANI,3250,1625,813,350,188,100,Designer
RAWDHA,13250,6625,3313,1350,688,350,Designer
REAL ROSE HM,6500,3250,1625,675,350,180,Indian
RED TOBACCO,7500,3750,1875,775,400,205,Designer
ROBERTO CAVALLI WOMEN,9250,4625,2313,950,488,250,Designer
ROGER & GALLET OPEN,4500,2250,1125,475,250,130,Designer
ROJA AMBER OUD,24000,12000,6000,2425,1225,620,Arabian
ROJA ELISIUM,13250,6625,3313,1350,688,350,Designer
ROJA ELISIUM HG,10500,5250,2625,1075,550,280,Designer
ROJA ELISIUM HL,12000,6000,3000,1225,625,320,Designer
ROJA ELYSIUM HI,5000,2500,1250,525,275,145,Designer
ROMANCE,4000,2000,1000,425,225,120,Designer
ROSE (GULAB) 7001,4000,2000,1000,425,225,120,Indian
ROSE 729,3250,1625,813,350,188,100,Indian
ROSE OUD,11500,5750,2875,1175,600,305,Indian
ROSE PRICK,12000,6000,3000,1225,625,320,Indian
ROYAL BLACK,5500,2750,1375,575,300,155,Designer
ROYAL BLUE,4000,2000,1000,425,225,120,Designer
ROYAL MIRAGE,5750,2875,1438,600,313,160,Designer
ROYAL OUD,16000,8000,4000,1625,825,420,Arabian
ROYAL PINK,8000,4000,2000,825,425,220,Designer
ROYAL PROPHECY,5250,2625,1313,550,288,150,Designer
ROYAL ROSE,13250,6625,3313,1350,688,350,Indian
SABAYA,5000,2500,1250,525,275,145,Designer
SACRED LOVE,13250,6625,3313,1350,688,350,Designer
SADAF,3250,1625,813,350,188,100,Designer
SAFARI EXTREME,18500,9250,4625,1875,950,480,Designer
SALMA,3000,1500,750,325,175,95,Designer
SALVATORE FERRAGAMO,13250,6625,3313,1350,688,350,Designer
SALWA,6250,3125,1563,650,338,175,Designer
SANDAL AF,16000,8000,4000,1625,825,420,Designer
SANDAL BM,10500,5250,2625,1075,550,280,Designer
SANDAL FAIZA,26500,13250,6625,2675,1350,680,Designer
SANDAL FRAGO,11250,5625,2813,1150,588,300,Designer
SANDAL KB,13250,6625,3313,1350,688,350,Designer
SANDAL ROSE,8000,4000,2000,825,425,220,Indian
SANDAL9222,6750,3375,1688,700,363,185,Designer
SANDALYA,10000,5000,2500,1025,525,270,Designer
SAUVAGE ALLURE,9250,4625,2313,950,488,250,Designer
SAUVAGE ELIXIR,29250,14625,7313,2950,1488,750,Designer
SAUVAGE SUPER,8000,4000,2000,825,425,220,Designer
SCANDLE,7250,3625,1813,750,388,200,Designer
SCARLETT POPPY INTENSE,16000,8000,4000,1625,825,420,Designer
SECRET MUSK,10500,5250,2625,1075,550,280,Designer
SHADHA,5500,2750,1375,575,300,155,Designer
SHADOW HI,5750,2875,1438,600,313,160,Designer
SHAHI GULAB,8000,4000,2000,825,425,220,Indian
SHAMAMA 12,20000,10000,5000,2025,1025,520,Indian
SHAMAMA AARFEEN,160000,80000,40000,16025,8025,4020,Indian
SHAMAMA MOHTARAM,113250,56625,28313,11350,5688,2850,Indian
SHAMAMA SYNTHETIC,9250,4625,2313,950,488,250,Indian
SHANAYA,10500,5250,2625,1075,550,280,Designer
SHANAYA GOLD,16000,8000,4000,1625,825,420,Designer
SHANAYA HG,12000,6000,3000,1225,625,320,Designer
SHANAYA HI,7250,3625,1813,750,388,200,Designer
SHANAYA HN,5250,2625,1313,550,288,150,Designer
SHAY OUD,10000,5000,2500,1025,525,270,Arabian
SIGNATURE,4500,2250,1125,475,250,130,Designer
SILK MUSK,32000,16000,8000,3225,1625,820,Designer
SILKY OUD,8000,4000,2000,825,425,220,Arabian
SILVER,5750,2875,1438,600,313,160,Designer
SILVER SHADOW,6500,3250,1625,675,350,180,Designer
SMOKING HOT,12000,6000,3000,1225,625,320,Designer
SOFT,4750,2375,1188,500,263,135,Designer
SOFT HI,3000,1500,750,325,175,95,Designer
SPICE BOMB,5250,2625,1313,550,288,150,Designer
SPIRIT OF DUBAI IGNITION,9250,4625,2313,950,488,250,Designer
SRF RAEES,6500,3250,1625,675,350,180,Designer
GOD OF FIRE,12000,6000,3000,1225,625,320,Designer
STRONGER WITH YOU HI,6000,3000,1500,625,325,170,Designer
SULTAN,9250,4625,2313,950,488,250,Designer
SULTAN HM,16000,8000,4000,1625,825,420,Designer
SULTAN STRONG,12000,6000,3000,1225,625,320,Designer
SWEET SANDAL,6500,3250,1625,675,350,180,Designer
SWISS OUD,21250,10625,5313,2150,1088,550,Arabian
TAJ SUNSET,5750,2875,1438,600,313,160,Designer
TAM DAO,8750,4375,2188,900,463,235,Designer
TEMPEST,16000,8000,4000,1625,825,420,Designer
TITAN OUD,13250,6625,3313,1350,688,350,Arabian
TITAN SKINN AMALFI BLUE,4750,2375,1188,500,263,135,Designer
TITAN SKINN HG,8750,4375,2188,900,463,235,Designer
TITAN SKINN HH,6000,3000,1500,625,325,170,Designer
TITAN SKINN NUDE,6500,3250,1625,675,350,180,Designer
TITAN SKINN RAW,10500,5250,2625,1075,550,280,Designer
TOBACCO OUD (HI),6000,3000,1500,625,325,170,Arabian
TOBACCO OUD INTENSE HI,6750,3375,1688,700,363,185,Arabian
TOBACCO VANILLA,3500,1750,875,375,200,105,Designer
TOM FORD NOIR,10000,5000,2500,1025,525,270,Designer
TOMMY HILFIGER GIRL,4750,2375,1188,500,263,135,Designer
TUSCAN LEATHER,4750,2375,1188,500,263,135,Designer
TUSCAN LEATHER HH,7250,3625,1813,750,388,200,Designer
TUSKISH OUD,8000,4000,2000,825,425,220,Arabian
ULTRA MALE,5250,2625,1313,550,288,150,Designer
URBAN HERO,7250,3625,1813,750,388,200,Designer
VALENTINO BORN IN ROMA UOMO,10000,5000,2500,1025,525,270,Designer
VAMPIRE BLOOD,18500,9250,4625,1875,950,480,Designer
VAMPIRE BLOOD HH,9250,4625,2313,950,488,250,Designer
VANILLA 28,6500,3250,1625,675,350,180,Designer
VANILLA AND ANISE,8000,4000,2000,825,425,220,Designer
VANILLA ROSE SUGAR,8000,4000,2000,825,425,220,Indian
VANILLA SEX,5250,2625,1313,550,288,150,Designer
VELVET ORCHID,7000,3500,1750,725,375,195,Designer
VELVET OUD,13250,6625,3313,1350,688,350,Arabian
VERSACE EROS FEMALE,10000,5000,2500,1025,525,270,Designer
VERSACE EROS HOMME,6500,3250,1625,675,350,180,Designer
VIKING,9250,4625,2313,950,488,250,Designer
VIRGIN,8000,4000,2000,825,425,220,Designer
WHITE LONDON,5250,2625,1313,550,288,150,Designer
WHITE MUSK ARABIAN,5250,2625,1313,550,288,150,Designer
WHITE OUD AL NUAIM,6000,3000,1500,625,325,170,Arabian
WHITE OUD SF,5000,2500,1250,525,275,145,Arabian
WHITE OUD STRONG,9250,4625,2313,950,488,250,Arabian
WHITE OUD SUPER,13250,6625,3313,1350,688,350,Arabian
WHITE PATCHOLI,13250,6625,3313,1350,688,350,Designer
WHITE TULIP AND BARLEY,11500,5750,2875,1175,600,305,Designer
WILD BLUEBELL,8000,4000,2000,825,425,220,Designer
WILD FIG AND CASSIS,9250,4625,2313,950,488,250,Designer
WILD LEATHER,16000,8000,4000,1625,825,420,Designer
WILD STONE CHIEF,6500,3250,1625,675,350,180,Designer
WILDSTONE COPPER,8750,4375,2188,900,463,235,Designer
WILDSTONE COPPER S,13250,6625,3313,1350,688,350,Designer
WILDSTONE RED,5500,2750,1375,575,300,155,Designer
WILLOW AND AMBER,6500,3250,1625,675,350,180,Arabian
WISAL DAHAB,6500,3250,1625,675,350,180,Designer
WISAL MH,10750,5375,2688,1100,563,285,Designer
WOOD SAGE AND SEA SALT,9250,4625,2313,950,488,250,Designer
YAARA,10500,5250,2625,1075,550,280,Designer
YAARA CANDY,5250,2625,1313,550,288,150,Designer
YAARA PINK,6500,3250,1625,675,350,180,Designer
YAARA YELLOW,9250,4625,2313,950,488,250,Designer
YSL BABY CAT,6500,3250,1625,675,350,180,Designer
YSL BLACK OPIUM,4500,2250,1125,475,250,130,Designer
YSL LIBRE,6500,3250,1625,675,350,180,Designer
YSL LIBRE INTENSE,9250,4625,2313,950,488,250,Designer
YSL M7 OUD,6500,3250,1625,675,350,180,Arabian
YSL MON PARIS,5250,2625,1313,550,288,150,Designer
YSL SILVER KOURUS,6500,3250,1625,675,350,180,Designer
YSL TUXEDO,9250,4625,2313,950,488,250,Designer
YSL Y,6500,3250,1625,675,350,180,Designer
YUM PISTACHIO,9250,4625,2313,950,488,250,Designer
YUM PISTACHIO GELATO HI,8000,4000,2000,825,425,220,Designer
ZAFRAN B,6750,3375,1688,700,363,185,Designer
ZAMZAM,5250,2625,1313,550,288,150,Designer
ZANZIBAR,8000,4000,2000,825,425,220,Designer
ZARA 7,8000,4000,2000,825,425,220,Designer
ZARA 8,8000,4000,2000,825,425,220,Designer
ZARA AMBER HH,12000,6000,3000,1225,625,320,Arabian
ZARA BLACK,8000,4000,2000,825,425,220,Designer
ZARA GOLD,6000,3000,1500,625,325,170,Designer
ZARA GOLD HH,5250,2625,1313,550,288,150,Designer
ZARA LISBIOA,5250,2625,1313,550,288,150,Designer
ZARA NIGHT POUR HOMME,8000,4000,2000,825,425,220,Designer
ZARA VIBRANT LEATHER,10500,5250,2625,1075,550,280,Designer
ZIDANE,6000,3000,1500,625,325,170,Designer
ZUBEDA 8,10500,5250,2625,1075,550,280,Designer
ZUBEDA 9,12000,6000,3000,1225,625,320,Designer
ZX BLACK,8000,4000,2000,825,425,220,Designer
